Q1. In which country do you live? Select one.  (FBCountry),,
"Q14. To what extent do you agree with the following statements regarding how the pandemic has changed the role of the internet in society? Select one in each row. [EMBEDDED TAG: Q14HID] (Q14HID) - Once the pandemic passes, most aspects of life will return to in-person interaction (4)",,
Disagree,1223,25.00%
Neither,1129,23.00%
Agree,2471,50.00%
Don?t know,87,2.00%
Total,4910,100.00%
,,
"Q15. Which of the following tasks, if any, do you commonly perform using the internet? Select all that apply. (Q15)",,
Checking my account balance(s),2996,61.00%
Transferring money,3072,63.00%
Making payments to/from personal accounts,2382,49.00%
Managing investments,1231,25.00%
Borrowing money,582,12.00%
Managing loans,615,13.00%
Paying bills,3056,62.00%
Making or receiving work-related payments [BASE: Q9 = WORKING OR LOOKING FOR WORK],1578,32.00%
Buying goods and services,2855,58.00%
Selling goods and services,1297,26.00%
"Other, please specify",20,0.00%
None of the above,198,4.00%
Don?t know,50,1.00%
Total,4910,100.00%
,,
Q16. How often do you typically purchase goods and services via the internet? Select one. (Q16),,
I have never purchased any goods via the internet,409,8.00%
A few times a year,1346,27.00%
About once a month,1407,29.00%
About once a week,983,20.00%
More than once a week,694,14.00%
Don?t know,71,1.00%
Total,4910,100.00%
,,
Q16. How often do you typically purchase goods and services via the internet? Select one. [EMBEDDED TAG: Q16HID1]  (Q16HID1),,
Never,409,8.00%
A few times a year,1346,27.00%
Once a month or more often,3084,63.00%
Don?t know,71,1.00%
Total,4910,100.00%
,,
Q17. Which of the following do you use most often to pay for everyday goods and services? Select one.  [BASE: Q16 ? I HAVE NEVER PURCHASED ANY GOODS VIA THE INTERNET] (Q17),,
Hard currency/cash,605,13.00%
Physical credit card,649,14.00%
Physical bank/debit card,1238,28.00%
"Smartphone app/service (e-money wallet, QR code, touch payment, etc)",1388,31.00%
"Text message-based mobile service (mobile money account, etc)",375,8.00%
Cryptocurrency,177,4.00%
"Other, please specify",17,0.00%
Don?t know,52,1.00%
Total,4501,100.00%
,,
Q18. To what extent do you agree with the following statements? Select one in each row. (Q18) - Making purchases online is safe and secure (1),,
Disagree strongly,191,4.00%
Disagree somewhat,512,10.00%
Neither agree nor disagree,1239,25.00%
Agree somewhat,2002,41.00%
Agree strongly,946,19.00%
Don?t know,20,0.00%
Total,4910,100.00%
,,
Q18. To what extent do you agree with the following statements? Select one in each row. (Q18) - The internet gives me access to goods and services I wouldn?t otherwise be able to purchase (2),,
Disagree strongly,170,3.00%
Disagree somewhat,312,6.00%
Neither agree nor disagree,738,15.00%
Agree somewhat,1892,39.00%
Agree strongly,1774,36.00%
Don?t know,24,0.00%
Total,4910,100.00%
,,
Q18. To what extent do you agree with the following statements? Select one in each row. (Q18) - Fears that someone will steal my personal data affect where I shop online (3),,
Disagree strongly,330,7.00%
Disagree somewhat,576,12.00%
Neither agree nor disagree,1027,21.00%
Agree somewhat,1671,34.00%
Agree strongly,1271,26.00%
Don?t know,35,1.00%
Total,4910,100.00%
,,
Q18. To what extent do you agree with the following statements? Select one in each row. (Q18) - The internet allows me to better understand products and  services through peer reviews (4),,
Disagree strongly,144,3.00%
Disagree somewhat,272,6.00%
Neither agree nor disagree,751,15.00%
Agree somewhat,1927,39.00%
Agree strongly,1793,37.00%
Don?t know,23,0.00%
Total,4910,100.00%
,,
Q18. To what extent do you agree with the following statements? Select one in each row. [EMBEDDED TAG: Q18HID] (Q18HID) - Making purchases online is safe and secure (1),,
Disagree,703,14.00%
Neither,1239,25.00%
Agree,2948,60.00%
Don?t know,20,0.00%
Total,4910,100.00%
,,
Q18. To what extent do you agree with the following statements? Select one in each row. [EMBEDDED TAG: Q18HID] (Q18HID) - The internet gives me access to goods and services I wouldn?t otherwise be able to purchase (2),,
Disagree,482,10.00%
Neither,738,15.00%
Agree,3666,75.00%
Don?t know,24,0.00%
Total,4910,100.00%
,,
Q18. To what extent do you agree with the following statements? Select one in each row. [EMBEDDED TAG: Q18HID] (Q18HID) - Fears that someone will steal my personal data affect where I shop online (3),,
Disagree,906,18.00%
Neither,1027,21.00%
Agree,2942,60.00%
Don?t know,35,1.00%
Total,4910,100.00%
,,
Q18. To what extent do you agree with the following statements? Select one in each row. [EMBEDDED TAG: Q18HID] (Q18HID) - The internet allows me to better understand products and  services through peer reviews (4),,
Disagree,416,8.00%
Neither,751,15.00%
Agree,3720,76.00%
Don?t know,23,0.00%
Total,4910,100.00%
,,
"Q19. How often do you use the internet for entertainment purposes? This includes watching movies/TV, streaming video, playing video games, etc. Select one. (Q19)",,
Several times a day,1940,40.00%
Every day,1692,34.00%
Several times a week,685,14.00%
At least once a week,298,6.00%
At least once a month,96,2.00%
Less than once a month,74,2.00%
Never,96,2.00%
Don?t know,29,1.00%
Total,4910,100.00%
,,
"How often do you use the internet for entertainment purposes? This includes watching movies/TV, streaming video, playing video games, etc. (Q19_Recode)",,
Several times a week or more often,4317,88.00%
Less often then several times a week,468,10.00%
Never,96,2.00%
Don?t know,29,1.00%
Total,4910,100.00%
,,
"Q19. How often do you use the internet for entertainment purposes? This includes watching movies/TV, streaming video, playing video games, etc. Select one. [EMBEDDED TAG: Q19HID] (Q19HID)",,
Daily,3632,74.00%
Weekly,983,20.00%
Monthly or less often,170,3.00%
Never,96,2.00%
Don?t know,29,1.00%
Total,4910,100.00%
,,
Q20. Which of the following health-related tasks do you use the internet for? Select all that apply.  (Q20),,
Communicating with my doctor or healthcare provider,1294,26.00%
Taking online fitness classes,1260,26.00%
Ordering food or groceries for delivery,1969,40.00%
Ordering food or groceries for pick-up,1321,27.00%
Reading/watching/consuming news or social media posts about covid-19,2767,56.00%
Reading/watching/consuming news or social media posts about other health-related topics,2649,54.00%
Posting on social media about health/fitness topics,1254,26.00%
"Other, please specify",9,0.00%
None of the above,342,7.00%
Don?t know,28,1.00%
Total,4910,100.00%
,,
Q21. How often do you use the internet for work purposes? Select one. [BASE: Q9 = WORKING OR LOOKING FOR WORK]  (Q21),,
Several times a day,1583,41.00%
Every day,1315,34.00%
Several times a week,488,12.00%
At least once a week,143,4.00%
At least once a month,77,2.00%
Less than once a month,59,2.00%
"Never, I do not use the internet for work",206,5.00%
Don?t know,35,1.00%
Total,3906,100.00%
,,
Q21. How often do you use the internet for work purposes? Select one. [EMBEDDED TAG: Q21HID] [BASE: Q9 = WORKING OR LOOKING FOR WORK]  (Q21HID),,
Daily,2898,74.00%
Weekly,631,16.00%
Monthly or less often,136,3.00%
Never,206,5.00%
Don?t know,35,1.00%
Total,3906,100.00%
,,
Q22 (Q22) - I use or have used the internet to look for jobs  (1),,
"Q22. To what extent do you agree with the following statements regarding how the internet has contributed to your work during the pandemic? Select one in each row. [BASE: Q9 = WORKING OR LOOKING FOR WORK  AND Q21 ? NEVER, I DO NOT USE THE INTERNET FOR WORK]",,
Disagree strongly,267,7.00%
Disagree somewhat,260,7.00%
Neither agree nor disagree,480,13.00%
Agree somewhat,1082,29.00%
Agree strongly,1599,43.00%
Don?t know,12,0.00%
Total,3700,100.00%
,,
Q22 (Q22) - I would not be able to do my job without the internet (2),,
"Q22. To what extent do you agree with the following statements regarding how the internet has contributed to your work during the pandemic? Select one in each row. [BASE: Q9 = WORKING OR LOOKING FOR WORK  AND Q21 ? NEVER, I DO NOT USE THE INTERNET FOR WORK]",,
Disagree strongly,243,7.00%
Disagree somewhat,367,10.00%
Neither agree nor disagree,556,15.00%
Agree somewhat,981,27.00%
Agree strongly,1528,41.00%
Don?t know,25,1.00%
Total,3700,100.00%
,,
Q22 (Q22) - I use or have used the internet to find ?gig? or freelance work (3),,
"Q22. To what extent do you agree with the following statements regarding how the internet has contributed to your work during the pandemic? Select one in each row. [BASE: Q9 = WORKING OR LOOKING FOR WORK  AND Q21 ? NEVER, I DO NOT USE THE INTERNET FOR WORK]",,
Disagree strongly,343,9.00%
Disagree somewhat,331,9.00%
Neither agree nor disagree,648,18.00%
Agree somewhat,1164,31.00%
Agree strongly,1174,32.00%
Don?t know,40,1.00%
Total,3700,100.00%
,,
Q22 (Q22) - The internet allows me to do my job more safely during the pandemic (4),,
"Q22. To what extent do you agree with the following statements regarding how the internet has contributed to your work during the pandemic? Select one in each row. [BASE: Q9 = WORKING OR LOOKING FOR WORK  AND Q21 ? NEVER, I DO NOT USE THE INTERNET FOR WORK]",,
Disagree strongly,153,4.00%
Disagree somewhat,224,6.00%
Neither agree nor disagree,581,16.00%
Agree somewhat,1175,32.00%
Agree strongly,1552,42.00%
Don?t know,15,0.00%
Total,3700,100.00%
,,
Q22 (Q22) - I started working remotely when the pandemic began (5),,
"Q22. To what extent do you agree with the following statements regarding how the internet has contributed to your work during the pandemic? Select one in each row. [BASE: Q9 = WORKING OR LOOKING FOR WORK  AND Q21 ? NEVER, I DO NOT USE THE INTERNET FOR WORK]",,
Disagree strongly,463,13.00%
Disagree somewhat,392,11.00%
Neither agree nor disagree,596,16.00%
Agree somewhat,1063,29.00%
Agree strongly,1150,31.00%
Don?t know,36,1.00%
Total,3700,100.00%
,,
Q22 (Q22) - I use or have used the internet to develop new skills that make me better at my current job (6),,
"Q22. To what extent do you agree with the following statements regarding how the internet has contributed to your work during the pandemic? Select one in each row. [BASE: Q9 = WORKING OR LOOKING FOR WORK  AND Q21 ? NEVER, I DO NOT USE THE INTERNET FOR WORK]",,
Disagree strongly,140,4.00%
Disagree somewhat,187,5.00%
Neither agree nor disagree,497,13.00%
Agree somewhat,1266,34.00%
Agree strongly,1590,43.00%
Don?t know,20,1.00%
Total,3700,100.00%
,,
Q22 (Q22) - The internet provides me with job security by helping my employer succeed (7),,
"Q22. To what extent do you agree with the following statements regarding how the internet has contributed to your work during the pandemic? Select one in each row. [BASE: Q9 = WORKING OR LOOKING FOR WORK  AND Q21 ? NEVER, I DO NOT USE THE INTERNET FOR WORK]",,
Disagree strongly,168,5.00%
Disagree somewhat,249,7.00%
Neither agree nor disagree,814,22.00%
Agree somewhat,1276,34.00%
Agree strongly,1145,31.00%
Don?t know,48,1.00%
Total,3700,100.00%
,,
Q22 (Q22) - My job prospects have improved thanks to my use of the internet (8),,
"Q22. To what extent do you agree with the following statements regarding how the internet has contributed to your work during the pandemic? Select one in each row. [BASE: Q9 = WORKING OR LOOKING FOR WORK  AND Q21 ? NEVER, I DO NOT USE THE INTERNET FOR WORK]",,
Disagree strongly,163,4.00%
Disagree somewhat,229,6.00%
Neither agree nor disagree,774,21.00%
Agree somewhat,1266,34.00%
Agree strongly,1232,33.00%
Don?t know,36,1.00%
Total,3700,100.00%
,,
"Q22 (Q22) - I use or have used the internet to manage my business [BASE: Q9 = BOE AND Q21 ? NEVER, I DO NOT USE THE INTERNET FOR WORK] (9)",,
"Q22. To what extent do you agree with the following statements regarding how the internet has contributed to your work during the pandemic? Select one in each row. [BASE: Q9 = WORKING OR LOOKING FOR WORK  AND Q21 ? NEVER, I DO NOT USE THE INTERNET FOR WORK]",,
Disagree strongly,36,3.00%
Disagree somewhat,56,5.00%
Neither agree nor disagree,116,11.00%
Agree somewhat,349,34.00%
Agree strongly,460,45.00%
Don?t know,12,1.00%
Total,1029,100.00%
,,
Q22HID (Q22HID) - I use or have used the internet to look for jobs (1),,
"Q22. To what extent do you agree with the following statements regarding how the internet has contributed to your work during the pandemic? Select one in each row. [EMBEDDED TAG: Q22HID] [BASE: Q9 = WORKING OR LOOKING FOR WORK  AND Q21 ? NEVER, I DO NOT USE THE INTERNET FOR WORK]",,
Disagree,527,14.00%
Neither,480,13.00%
Agree,2681,72.00%
Don?t know,12,0.00%
Total,3700,100.00%
,,
Q22HID (Q22HID) - I would not be able to do my job without the internet (2),,
"Q22. To what extent do you agree with the following statements regarding how the internet has contributed to your work during the pandemic? Select one in each row. [EMBEDDED TAG: Q22HID] [BASE: Q9 = WORKING OR LOOKING FOR WORK  AND Q21 ? NEVER, I DO NOT USE THE INTERNET FOR WORK]",,
Disagree,610,16.00%
Neither,556,15.00%
Agree,2509,68.00%
Don?t know,25,1.00%
Total,3700,100.00%
,,
Q22HID (Q22HID) - I use or have used the internet to find ?gig? or freelance work (3),,
"Q22. To what extent do you agree with the following statements regarding how the internet has contributed to your work during the pandemic? Select one in each row. [EMBEDDED TAG: Q22HID] [BASE: Q9 = WORKING OR LOOKING FOR WORK  AND Q21 ? NEVER, I DO NOT USE THE INTERNET FOR WORK]",,
Disagree,674,18.00%
Neither,648,18.00%
Agree,2338,63.00%
Don?t know,40,1.00%
Total,3700,100.00%
,,
Q22HID (Q22HID) - The internet allows me to do my job more safely during the pandemic (4),,
"Q22. To what extent do you agree with the following statements regarding how the internet has contributed to your work during the pandemic? Select one in each row. [EMBEDDED TAG: Q22HID] [BASE: Q9 = WORKING OR LOOKING FOR WORK  AND Q21 ? NEVER, I DO NOT USE THE INTERNET FOR WORK]",,
Disagree,377,10.00%
Neither,581,16.00%
Agree,2727,74.00%
Don?t know,15,0.00%
Total,3700,100.00%
,,
Q22HID (Q22HID) - I started working remotely when the pandemic began (5),,
"Q22. To what extent do you agree with the following statements regarding how the internet has contributed to your work during the pandemic? Select one in each row. [EMBEDDED TAG: Q22HID] [BASE: Q9 = WORKING OR LOOKING FOR WORK  AND Q21 ? NEVER, I DO NOT USE THE INTERNET FOR WORK]",,
Disagree,855,23.00%
Neither,596,16.00%
Agree,2213,60.00%
Don?t know,36,1.00%
Total,3700,100.00%
,,
Q22HID (Q22HID) - I use or have used the internet to develop new skills that make me better at my current job (6),,
"Q22. To what extent do you agree with the following statements regarding how the internet has contributed to your work during the pandemic? Select one in each row. [EMBEDDED TAG: Q22HID] [BASE: Q9 = WORKING OR LOOKING FOR WORK  AND Q21 ? NEVER, I DO NOT USE THE INTERNET FOR WORK]",,
Disagree,327,9.00%
Neither,497,13.00%
Agree,2856,77.00%
Don?t know,20,1.00%
Total,3700,100.00%
,,
Q22HID (Q22HID) - The internet provides me with job security by helping my employer succeed (7),,
"Q22. To what extent do you agree with the following statements regarding how the internet has contributed to your work during the pandemic? Select one in each row. [EMBEDDED TAG: Q22HID] [BASE: Q9 = WORKING OR LOOKING FOR WORK  AND Q21 ? NEVER, I DO NOT USE THE INTERNET FOR WORK]",,
Disagree,417,11.00%
Neither,814,22.00%
Agree,2421,65.00%
Don?t know,48,1.00%
Total,3700,100.00%
,,
Q22HID (Q22HID) - My job prospects have improved thanks to my use of the internet (8),,
"Q22. To what extent do you agree with the following statements regarding how the internet has contributed to your work during the pandemic? Select one in each row. [EMBEDDED TAG: Q22HID] [BASE: Q9 = WORKING OR LOOKING FOR WORK  AND Q21 ? NEVER, I DO NOT USE THE INTERNET FOR WORK]",,
Disagree,392,11.00%
Neither,774,21.00%
Agree,2498,68.00%
Don?t know,36,1.00%
Total,3700,100.00%
,,
"Q22HID (Q22HID) - I use or have used the internet to manage my business [BASE: Q9 = BOE AND Q21 ? NEVER, I DO NOT USE THE INTERNET FOR WORK] (9)",,
"Q22. To what extent do you agree with the following statements regarding how the internet has contributed to your work during the pandemic? Select one in each row. [EMBEDDED TAG: Q22HID] [BASE: Q9 = WORKING OR LOOKING FOR WORK  AND Q21 ? NEVER, I DO NOT USE THE INTERNET FOR WORK]",,
Disagree,92,9.00%
Neither,116,11.00%
Agree,809,79.00%
Don?t know,12,1.00%
Total,1029,100.00%
,,
Have your and/or a member of your household needed to engage in online education due to school closures as a result of the pandemic? (Q23),,
Yes,0,0.00%
No,0,0.00%
Don?t know,0,0.00%
Total,0,100.00%
,,
Q23NEW. Which of the following online educational activities have you and/or members of your household participated in since the start of the pandemic? Select all that apply. (Q23NEW),,
Massive open online courses (MOOCs?courses open to anyone around the world),1303,27.00%
Compulsory private or public school courses,1511,31.00%
"Courses hosted by a local community institution (library, etc)",838,17.00%
Webinars/training hosted by my employer/place of work,1454,30.00%
Virtual visits to museums/historical sites/cultural institutions,689,14.00%
Virtual one-to-one tutorial sessions,1173,24.00%
Virtual small group tutorial sessions,1298,26.00%
"Virtual hands-on workshops (music lessons, cooking classes, etc)",1170,24.00%
Virtual book clubs,711,14.00%
"Other, please specify",6,0.00%
None of the above,887,18.00%
Don?t know,108,2.00%
Total,4910,100.00%
,,
Q24. To what extent are you satisfied with the following aspects of the online educational activities you and/or members of your household have participated in during the pandemic? Select one in each row. [BASE: Q23NEW = NONE OF THE ABOVE / DON'T KNOW]  (Q24) - Affordability (1),,
Q24. To what extent are you satisfied with the following aspects of the online educational activities you and/or members of your household have participated in during the pandemic? Select one in each row. [BASE: Q23NEW ? NONE OF THE ABOVE / DON'T KNOW] ,,
Very satisfied,549,14.00%
Somewhat satisfied,789,20.00%
Neither satisfied nor dissatisfied,843,22.00%
Somewhat dissatisfied,1037,26.00%
Very dissatisfied,662,17.00%
Don?t know,35,1.00%
Total,3915,100.00%
,,
Q24. To what extent are you satisfied with the following aspects of the online educational activities you and/or members of your household have participated in during the pandemic? Select one in each row. [BASE: Q23NEW = NONE OF THE ABOVE / DON'T KNOW]  (Q24) - Availability of content in my language (2),,
Q24. To what extent are you satisfied with the following aspects of the online educational activities you and/or members of your household have participated in during the pandemic? Select one in each row. [BASE: Q23NEW ? NONE OF THE ABOVE / DON'T KNOW] ,,
Very satisfied,670,17.00%
Somewhat satisfied,655,17.00%
Neither satisfied nor dissatisfied,630,16.00%
Somewhat dissatisfied,1038,27.00%
Very dissatisfied,895,23.00%
Don?t know,27,1.00%
Total,3915,100.00%
,,
Q24. To what extent are you satisfied with the following aspects of the online educational activities you and/or members of your household have participated in during the pandemic? Select one in each row. [BASE: Q23NEW = NONE OF THE ABOVE / DON'T KNOW]  (Q24) - Quality of content (3),,
Q24. To what extent are you satisfied with the following aspects of the online educational activities you and/or members of your household have participated in during the pandemic? Select one in each row. [BASE: Q23NEW ? NONE OF THE ABOVE / DON'T KNOW] ,,
Very satisfied,621,16.00%
Somewhat satisfied,805,21.00%
Neither satisfied nor dissatisfied,666,17.00%
Somewhat dissatisfied,1109,28.00%
Very dissatisfied,692,18.00%
Don?t know,22,1.00%
Total,3915,100.00%
,,
Q24. To what extent are you satisfied with the following aspects of the online educational activities you and/or members of your household have participated in during the pandemic? Select one in each row. [BASE: Q23NEW = NONE OF THE ABOVE / DON'T KNOW]  (Q24) - Curriculum delivery (4),,
Q24. To what extent are you satisfied with the following aspects of the online educational activities you and/or members of your household have participated in during the pandemic? Select one in each row. [BASE: Q23NEW ? NONE OF THE ABOVE / DON'T KNOW] ,,
Very satisfied,508,13.00%
Somewhat satisfied,869,22.00%
Neither satisfied nor dissatisfied,839,21.00%
Somewhat dissatisfied,1058,27.00%
Very dissatisfied,590,15.00%
Don?t know,51,1.00%
Total,3915,100.00%
,,
Q24. To what extent are you satisfied with the following aspects of the online educational activities you and/or members of your household have participated in during the pandemic? Select one in each row. [BASE: Q23NEW = NONE OF THE ABOVE / DON'T KNOW]  (Q24) - Available resources (5),,
Q24. To what extent are you satisfied with the following aspects of the online educational activities you and/or members of your household have participated in during the pandemic? Select one in each row. [BASE: Q23NEW ? NONE OF THE ABOVE / DON'T KNOW] ,,
Very satisfied,617,16.00%
Somewhat satisfied,799,20.00%
Neither satisfied nor dissatisfied,686,18.00%
Somewhat dissatisfied,1085,28.00%
Very dissatisfied,700,18.00%
Don?t know,28,1.00%
Total,3915,100.00%
,,
Q24. To what extent are you satisfied with the following aspects of the online educational activities you and/or members of your household have participated in during the pandemic? Select one in each row. [BASE: Q23NEW = NONE OF THE ABOVE / DON'T KNOW]  (Q24) - Student experience (6),,
Q24. To what extent are you satisfied with the following aspects of the online educational activities you and/or members of your household have participated in during the pandemic? Select one in each row. [BASE: Q23NEW ? NONE OF THE ABOVE / DON'T KNOW] ,,
Very satisfied,587,15.00%
Somewhat satisfied,847,22.00%
Neither satisfied nor dissatisfied,784,20.00%
Somewhat dissatisfied,1048,27.00%
Very dissatisfied,592,15.00%
Don?t know,57,1.00%
Total,3915,100.00%
,,
Q24. To what extent are you satisfied with the following aspects of the online educational activities you and/or members of your household have participated in during the pandemic? Select one in each row. [BASE: Q23NEW = NONE OF THE ABOVE / DON'T KNOW]  (Q24) - Learning outcomes (7),,
Q24. To what extent are you satisfied with the following aspects of the online educational activities you and/or members of your household have participated in during the pandemic? Select one in each row. [BASE: Q23NEW ? NONE OF THE ABOVE / DON'T KNOW] ,,
Very satisfied,616,16.00%
Somewhat satisfied,866,22.00%
Neither satisfied nor dissatisfied,719,18.00%
Somewhat dissatisfied,1041,27.00%
Very dissatisfied,651,17.00%
Don?t know,22,1.00%
Total,3915,100.00%
,,
Q24. To what extent are you satisfied with the following aspects of the online educational activities you and/or members of your household have participated in during the pandemic? Select one in each row. [BASE: Q23NEW = NONE OF THE ABOVE / DON'T KNOW]  (Q24) - Socialising and relationships (8),,
Q24. To what extent are you satisfied with the following aspects of the online educational activities you and/or members of your household have participated in during the pandemic? Select one in each row. [BASE: Q23NEW ? NONE OF THE ABOVE / DON'T KNOW] ,,
Very satisfied,611,16.00%
Somewhat satisfied,834,21.00%
Neither satisfied nor dissatisfied,773,20.00%
Somewhat dissatisfied,1019,26.00%
Very dissatisfied,645,16.00%
Don?t know,33,1.00%
Total,3915,100.00%
,,
Q24HID (Q24HID) - Affordability (1),,
Q24. To what extent are you satisfied with the following aspects of the online educational activities you and/or members of your household have participated in during the pandemic? Select one in each row. [EMBEDDED TAG: Q24HID] [BASE: Q23NEW ? NONE OF THE ABOVE / DON'T KNOW] ,,
Dissatisfied,1699,43.00%
Neither,843,22.00%
Satisfied,1338,34.00%
Don?t know,35,1.00%
Total,3915,100.00%
,,
Q24HID (Q24HID) - Availability of content in my language (2),,
Q24. To what extent are you satisfied with the following aspects of the online educational activities you and/or members of your household have participated in during the pandemic? Select one in each row. [EMBEDDED TAG: Q24HID] [BASE: Q23NEW ? NONE OF THE ABOVE / DON'T KNOW] ,,
Dissatisfied,1933,49.00%
Neither,630,16.00%
Satisfied,1325,34.00%
Don?t know,27,1.00%
Total,3915,100.00%
,,
Q24HID (Q24HID) - Quality of content (3),,
Q24. To what extent are you satisfied with the following aspects of the online educational activities you and/or members of your household have participated in during the pandemic? Select one in each row. [EMBEDDED TAG: Q24HID] [BASE: Q23NEW ? NONE OF THE ABOVE / DON'T KNOW] ,,
Dissatisfied,1801,46.00%
Neither,666,17.00%
Satisfied,1426,36.00%
Don?t know,22,1.00%
Total,3915,100.00%
,,
Q24HID (Q24HID) - Curriculum delivery (4),,
Q24. To what extent are you satisfied with the following aspects of the online educational activities you and/or members of your household have participated in during the pandemic? Select one in each row. [EMBEDDED TAG: Q24HID] [BASE: Q23NEW ? NONE OF THE ABOVE / DON'T KNOW] ,,
Dissatisfied,1648,42.00%
Neither,839,21.00%
Satisfied,1377,35.00%
Don?t know,51,1.00%
Total,3915,100.00%
,,
Q24HID (Q24HID) - Available resources (5),,
Q24. To what extent are you satisfied with the following aspects of the online educational activities you and/or members of your household have participated in during the pandemic? Select one in each row. [EMBEDDED TAG: Q24HID] [BASE: Q23NEW ? NONE OF THE ABOVE / DON'T KNOW] ,,
Dissatisfied,1785,46.00%
Neither,686,18.00%
Satisfied,1416,36.00%
Don?t know,28,1.00%
Total,3915,100.00%
,,
Q24HID (Q24HID) - Student experience (6),,
Q24. To what extent are you satisfied with the following aspects of the online educational activities you and/or members of your household have participated in during the pandemic? Select one in each row. [EMBEDDED TAG: Q24HID] [BASE: Q23NEW ? NONE OF THE ABOVE / DON'T KNOW] ,,
Dissatisfied,1640,42.00%
Neither,784,20.00%
Satisfied,1434,37.00%
Don?t know,57,1.00%
Total,3915,100.00%
,,
Q24HID (Q24HID) - Learning outcomes (7),,
Q24. To what extent are you satisfied with the following aspects of the online educational activities you and/or members of your household have participated in during the pandemic? Select one in each row. [EMBEDDED TAG: Q24HID] [BASE: Q23NEW ? NONE OF THE ABOVE / DON'T KNOW] ,,
Dissatisfied,1692,43.00%
Neither,719,18.00%
Satisfied,1482,38.00%
Don?t know,22,1.00%
Total,3915,100.00%
,,
Q24HID (Q24HID) - Socialising and relationships (8),,
Q24. To what extent are you satisfied with the following aspects of the online educational activities you and/or members of your household have participated in during the pandemic? Select one in each row. [EMBEDDED TAG: Q24HID] [BASE: Q23NEW ? NONE OF THE ABOVE / DON'T KNOW] ,,
Dissatisfied,1664,43.00%
Neither,773,20.00%
Satisfied,1445,37.00%
Don?t know,33,1.00%
Total,3915,100.00%
,,
Q25. Which of the following subjects have you sought information about via the internet at least once since the onset of the pandemic? Select all that apply.  (Q25),,
Personal finances,2339,48.00%
Health and fitness,2563,52.00%
Government and politics,2209,45.00%
Business,2170,44.00%
Education,2501,51.00%
News and current events,3051,62.00%
The covid-19 pandemic,3414,70.00%
"Other, please specify",5,0.00%
None of the above,94,2.00%
Don?t know,25,1.00%
Total,4910,100.00%
,,
Q26. To what extent do you trust the information you receive from the following sources online? Select one in each row. (Q26) - Government websites/apps (1),,
Not at all,348,7.00%
To a limited degree,761,15.00%
Somewhat,1272,26.00%
Mostly,1516,31.00%
Completely,942,19.00%
Don?t know,71,1.00%
Total,4910,100.00%
,,
Q26. To what extent do you trust the information you receive from the following sources online? Select one in each row. (Q26) - Non-government websites/apps that are based in my country (2),,
Not at all,325,7.00%
To a limited degree,1131,23.00%
Somewhat,1648,34.00%
Mostly,1158,24.00%
Completely,532,11.00%
Don?t know,116,2.00%
Total,4910,100.00%
,,
Q26. To what extent do you trust the information you receive from the following sources online? Select one in each row. (Q26) - Non-government websites/apps that are based in other countries (3),,
Not at all,417,8.00%
To a limited degree,1216,25.00%
Somewhat,1645,34.00%
Mostly,1020,21.00%
Completely,456,9.00%
Don?t know,156,3.00%
Total,4910,100.00%
,,
Q26. To what extent do you trust the information you receive from the following sources online? Select one in each row. (Q26) - Companies using social media (4),,
Not at all,247,5.00%
To a limited degree,978,20.00%
Somewhat,1658,34.00%
Mostly,1337,27.00%
Completely,615,13.00%
Don?t know,75,2.00%
Total,4910,100.00%
,,
Q26. To what extent do you trust the information you receive from the following sources online? Select one in each row. (Q26) - Other people using social media (5),,
Not at all,418,9.00%
To a limited degree,1483,30.00%
Somewhat,1526,31.00%
Mostly,954,19.00%
Completely,461,9.00%
Don?t know,68,1.00%
Total,4910,100.00%
,,
Q26. To what extent do you trust the information you receive from the following sources online? Select one in each row. (Q26) - Government organisations using social media (6),,
Not at all,355,7.00%
To a limited degree,858,17.00%
Somewhat,1398,28.00%
Mostly,1423,29.00%
Completely,803,16.00%
Don?t know,73,1.00%
Total,4910,100.00%
,,
Q26. To what extent do you trust the information you receive from the following sources online? Select one in each row. (Q26) - Non-governmental organisations using social media (7),,
Not at all,365,7.00%
To a limited degree,1088,22.00%
Somewhat,1694,35.00%
Mostly,1169,24.00%
Completely,505,10.00%
Don?t know,89,2.00%
Total,4910,100.00%
,,
Q26. To what extent do you trust the information you receive from the following sources online? Select one in each row. [EMBEDDED TAG: Q26HID] (Q26HID) - Government websites/apps (1),,
To a limited degree/not at all,1109,23.00%
Somewhat,1272,26.00%
Mostly/completely,2458,50.00%
Don?t know,71,1.00%
Total,4910,100.00%
,,
Q26. To what extent do you trust the information you receive from the following sources online? Select one in each row. [EMBEDDED TAG: Q26HID] (Q26HID) - Non-government websites/apps that are based in my country (2),,
To a limited degree/not at all,1456,30.00%
Somewhat,1648,34.00%
Mostly/completely,1690,34.00%
Don?t know,116,2.00%
Total,4910,100.00%
,,
Q26. To what extent do you trust the information you receive from the following sources online? Select one in each row. [EMBEDDED TAG: Q26HID] (Q26HID) - Non-government websites/apps that are based in other countries (3),,
To a limited degree/not at all,1633,33.00%
Somewhat,1645,34.00%
Mostly/completely,1476,30.00%
Don?t know,156,3.00%
Total,4910,100.00%
,,
Q26. To what extent do you trust the information you receive from the following sources online? Select one in each row. [EMBEDDED TAG: Q26HID] (Q26HID) - Companies using social media (4),,
To a limited degree/not at all,1225,25.00%
Somewhat,1658,34.00%
Mostly/completely,1952,40.00%
Don?t know,75,2.00%
