region,year,GDP per capita
CHL,2017,24546.912
CHL,2018,25071.99
CHL,2019,24816.611
CHL,2020,23017.69
CHL,2021,25449.13
CHN,1990,1423.8964
CHN,1991,1534.7053
CHN,1992,1731.6572
CHN,1993,1949.5343
CHN,1994,2178.924
CHN,1995,2391.477
CHN,1996,2601.3635
CHN,1997,2812.7112
CHN,1998,3004.4272
CHN,1999,3206.73
CHN,2000,3451.6792
CHN,2001,3712.3381
CHN,2002,4024.3557
CHN,2003,4400.825
CHN,2004,4817.212
CHN,2005,5334.6465
CHN,2006,5979.7817
CHN,2007,6795.174
CHN,2008,7412.8745
CHN,2009,8069.3545
CHN,2010,8884.588
CHN,2011,9680.098
CHN,2012,10370.727
CHN,2013,11101.938
CHN,2014,11851.404
CHN,2015,12612.352
CHN,2016,13399.138
CHN,2017,14243.532
CHN,2018,15133.996
CHN,2019,15977.764
CHN,2020,16296.779
CHN,2021,17602.695
COL,1990,8434.959
COL,1991,8430.223
COL,1992,8598.992
COL,1993,8885.187
COL,1994,9220.502
COL,1995,9518.26
COL,1996,9538.272
COL,1997,9691.028
COL,1998,9578.656
COL,1999,9023.621
COL,2000,9138.319
COL,2001,9146.405
COL,2002,9232.627
COL,2003,9453.328
COL,2004,9816.277
COL,2005,10150.708
COL,2006,10692.728
COL,2007,11272.578
COL,2008,11507.525
COL,2009,11507.717
COL,2010,11890.203
COL,2011,12578.016
COL,2012,12934.966
COL,2013,13465.075
COL,2014,13938.231
COL,2015,14215.688
COL,2016,14358.168
COL,2017,14334.915
COL,2018,14426.435
COL,2019,14616.135
COL,2020,13387.701
COL,2021,14648.592
COM,1990,2922.7122
COM,1991,2695.256
COM,1992,2856.0085
COM,1993,2876.2837
COM,1994,2666.0454
COM,1995,2703.5845
COM,1996,2611.8218
COM,1997,2659.274
COM,1998,2636.3442
COM,1999,2633.5657
COM,2000,2863.1519
COM,2001,2871.1968
COM,2002,2878.5344
COM,2003,2881.9607
COM,2004,2881.5667
COM,2005,2905.6892
COM,2006,2923.5322
COM,2007,2888.4465
COM,2008,2942.991
COM,2009,2976.7795
COM,2010,3025.5173
COM,2011,3084.8267
COM,2012,3115.238
COM,2013,3185.3196
COM,2014,3183.157
COM,2015,3150.8777
COM,2016,3185.6296
COM,2017,3240.1792
COM,2018,3294.832
COM,2019,3290.6506
COM,2020,3222.374
COM,2021,3228.5269
COG,1990,5007.3193
COG,1991,4986.699
COG,1992,4978.351
COG,1993,4790.461
COG,1994,4400.0205
COG,1995,4453.4307
COG,1996,4522.0083
COG,1997,4402.408
COG,1998,4470.347
COG,1999,4240.156
COG,2000,4390.563
COG,2001,4389.3535
COG,2002,4484.281
COG,2003,4397.3306
COG,2004,4398.2036
COG,2005,4571.793
COG,2006,4755.0303
COG,2007,4280.025
COG,2008,4401.6646
COG,2009,4720.4146
COG,2010,4977.973
COG,2011,4925.377
COG,2012,5267.05
COG,2013,5105.17
COG,2014,5319.387
COG,2015,5009.432
COG,2016,4363.754
COG,2017,4073.926
COG,2018,3786.412
COG,2019,3695.0618
COG,2020,3384.6543
COG,2021,3234.393
CRI,1990,9810.552
CRI,1991,9781.46
CRI,1992,10416.108
CRI,1993,10882.049
CRI,1994,11100.709
CRI,1995,11290.96
CRI,1996,11182.4795
CRI,1997,11532.463
CRI,1998,12092.476
CRI,1999,12343.711
CRI,2000,12570.696
CRI,2001,12771.951
CRI,2002,12986.001
CRI,2003,13333.217
CRI,2004,13713.009
CRI,2005,14049.909
CRI,2006,14864.781
CRI,2007,15861.875
CRI,2008,16385.002
CRI,2009,16024.03
CRI,2010,16667.016
CRI,2011,17186.45
CRI,2012,17809.941
CRI,2013,18044.945
CRI,2014,18480.652
CRI,2015,18956.191
CRI,2016,19553.6
CRI,2017,20168.22
CRI,2018,20503.277
CRI,2019,20818.062
CRI,2020,19824.348
CRI,2021,21199.281
CIV,1990,4276.7056
CIV,1991,4119.784
CIV,1992,3959.5618
CIV,1993,3810.0437
CIV,1994,3705.7505
CIV,1995,3831.7156
CIV,1996,3985.4023
CIV,1997,4220.4854
CIV,1998,4255.1753
CIV,1999,4176.597
CIV,2000,4052.982
CIV,2001,3863.1667
CIV,2002,3664.5195
CIV,2003,3407.9788
CIV,2004,3435.2803
CIV,2005,3391.712
CIV,2006,3410.9978
CIV,2007,3374.8477
CIV,2008,3461.7117
CIV,2009,3511.2925
CIV,2010,3673.1814
CIV,2011,3404.5247
CIV,2012,3589.4216
CIV,2013,3894.5154
CIV,2014,4162.0244
CIV,2015,4347.778
CIV,2016,4541.195
CIV,2017,4750.9365
CIV,2018,4949.6147
CIV,2019,5126.6343
CIV,2020,5098.56
CIV,2021,5325.0303
HRV,1995,15073.547
HRV,1996,16237.305
HRV,1997,17323.97
HRV,1998,17737.672
HRV,1999,17681.547
HRV,2000,18368.258
HRV,2001,19675.709
HRV,2002,20797.479
HRV,2003,21948.346
HRV,2004,22853.732
HRV,2005,23797.303
HRV,2006,24954.39
HRV,2007,26208.113
HRV,2008,26735.941
HRV,2009,24838.78
HRV,2010,24590.521
HRV,2011,24654.197
HRV,2012,24153.059
HRV,2013,24124.064
HRV,2014,24118.531
HRV,2015,24931.486
HRV,2016,25999.834
HRV,2017,27211.824
HRV,2018,28225.002
HRV,2019,29352.79
HRV,2020,26950.719
HRV,2021,31635.824
CUW,2000,28613.9
CUW,2001,29474.59
CUW,2002,29555.438
CUW,2003,29035.652
CUW,2004,28598.566
CUW,2005,28067.078
CUW,2006,27802.979
CUW,2007,27932.588
CUW,2008,28186.871
CUW,2009,27855.14
CUW,2010,27527.49
CUW,2011,27305.373
CUW,2012,27061.854
CUW,2013,26539.61
CUW,2014,25869.781
CUW,2015,25604.93
CUW,2016,25113.695
CUW,2017,24599.938
CUW,2018,24193.613
CUW,2019,23659.234
CUW,2020,19607.432
CUW,2021,20783.086
CYP,1990,25237.115
CYP,1991,24774.078
CYP,1992,26391.29
CYP,1993,25941.945
CYP,1994,26910.15
CYP,1995,28636.582
CYP,1996,28535.67
CYP,1997,28877.021
CYP,1998,30268.242
CYP,1999,31427.395
CYP,2000,32949.79
CYP,2001,33884.945
CYP,2002,34745.984
CYP,2003,35226.734
CYP,2004,36505.75
CYP,2005,37730.066
CYP,2006,38854.914
CYP,2007,39975.53
CYP,2008,40405.895
CYP,2009,38542.918
CYP,2010,38405.41
CYP,2011,37593.93
CYP,2012,35749.05
CYP,2013,33471.805
CYP,2014,33241.19
CYP,2015,34573.973
CYP,2016,36678.098
CYP,2017,38421.97
CYP,2018,40099.836
CYP,2019,41746.918
CYP,2020,39471.582
CYP,2021,41701.703
CZE,1990,23585.182
CZE,1991,20895.879
CZE,1992,20768.79
CZE,1993,20760.055
CZE,1994,21356.312
CZE,1995,22758.598
CZE,1996,23756.979
CZE,1997,23659.32
CZE,1998,23597.307
CZE,1999,23948.385
CZE,2000,24976.506
CZE,2001,25833.414
CZE,2002,26289.627
CZE,2003,27239.559
CZE,2004,28542.254
CZE,2005,30384.447
CZE,2006,32352.812
CZE,2007,33956.246
CZE,2008,34580.44
CZE,2009,32782.613
CZE,2010,33483.137
CZE,2011,34002.19
CZE,2012,33688.1
CZE,2013,33661.47
CZE,2014,34386.703
CZE,2015,36168.418
CZE,2016,37014.96
CZE,2017,38824.887
CZE,2018,39941.285
CZE,2019,40989.727
CZE,2020,38639.98
CZE,2021,40740.992
COD,1990,1750.1697
COD,1991,1550.7637
COD,1992,1346.7472
COD,1993,1128.5931
COD,1994,1034.1234
COD,1995,998.6883
COD,1996,969.80865
COD,1997,900.9678
COD,1998,865.6066
COD,1999,805.2779
COD,2000,728.2072
COD,2001,691.70917
COD,2002,690.6596
COD,2003,708.02875
COD,2004,733.5419
COD,2005,754.6644
COD,2006,769.88715
COD,2007,792.19086
COD,2008,815.01184
COD,2009,811.92737
COD,2010,841.85626
COD,2011,870.0738
COD,2012,900.979
COD,2013,944.64026
COD,2014,999.07214
COD,2015,1032.5719
COD,2016,1021.3272
COD,2017,1023.53986
COD,2018,1048.2465
COD,2019,1059.8921
COD,2020,1044.0712
COD,2021,1073.6433
DNK,1990,39027.98
DNK,1991,39469.324
DNK,1992,40108.89
DNK,1993,39979.758
DNK,1994,41969.688
DNK,1995,43015.676
DNK,1996,44013.387
DNK,1997,45260.137
DNK,1998,46096.37
DNK,1999,47298.54
DNK,2000,48907.01
DNK,2001,49133.223
DNK,2002,49204.9
DNK,2003,49262.645
DNK,2004,50446.543
DNK,2005,51483.273
DNK,2006,53322.29
DNK,2007,53569.027
DNK,2008,52982.53
DNK,2009,50114.05
DNK,2010,50825.414
DNK,2011,51293.207
DNK,2012,51216.31
DNK,2013,51479.266
DNK,2014,52048.336
DNK,2015,52892.645
DNK,2016,54185.008
DNK,2017,55356.68
DNK,2018,56178.773
DNK,2019,56813.965
DNK,2020,55518.598
DNK,2021,57962.652
DJI,2013,3664.268
DJI,2014,3854.27
DJI,2015,4073.6226
DJI,2016,4291.2974
DJI,2017,4451.684
DJI,2018,4589.3784
DJI,2019,4768.113
DJI,2020,4753.8877
DJI,2021,4913.2563
DMA,1990,7855.821
DMA,1991,8000.8506
DMA,1992,8166.647
DMA,1993,8336.286
DMA,1994,8335.666
DMA,1995,8587.937
DMA,1996,8859.004
DMA,1997,9063.768
DMA,1998,9425.365
DMA,1999,9491.783
DMA,2000,9763.941
DMA,2001,9785.34
DMA,2002,9493.428
DMA,2003,10070.004
DMA,2004,10357.233
DMA,2005,10409.982
DMA,2006,10884.253
DMA,2007,11570.173
DMA,2008,12392.83
DMA,2009,12246.994
DMA,2010,12335.11
DMA,2011,12309.862
DMA,2012,12153.6875
DMA,2013,12044.222
DMA,2014,12516.384
DMA,2015,12063.8955
DMA,2016,12385.27
DMA,2017,11511.606
DMA,2018,11849.302
DMA,2019,12395.421
DMA,2020,10255.761
DMA,2021,10878.037
DOM,1990,6207.1123
DOM,1991,6137.1045
DOM,1992,6688.8706
DOM,1993,7040.486
DOM,1994,7085.282
DOM,1995,7349.3633
DOM,1996,7650.1133
DOM,1997,8189.046
DOM,1998,8599.564
DOM,1999,8970.395
DOM,2000,9246.31
DOM,2001,9333.57
DOM,2002,9613.332
DOM,2003,9351.324
DOM,2004,9460.913
DOM,2005,10215.499
DOM,2006,11009.275
DOM,2007,11677.254
DOM,2008,11899.228
DOM,2009,11856.048
DOM,2010,12677.018
DOM,2011,12905.289
DOM,2012,13087.949
DOM,2013,13555.512
DOM,2014,14334.733
DOM,2015,15145.47
DOM,2016,15967.202
DOM,2017,16524.533
DOM,2018,17484.121
DOM,2019,18171.06
DOM,2020,16768.426
DOM,2021,18626.078
,1990,5160.1484
,1991,5363.443
,1992,5564.923
,1993,5775.1655
,1994,6047.2896
,1995,6354.6465
,1996,6668.026
,1997,6882.3745
,1998,6792.5674
,1999,6996.5923
,2000,7328.935
,2001,7529.6797
,2002,7833.3496
,2003,8196.98
,2004,8650.995
,2005,9136.93
,2006,9707.261
,2007,10414.528
,2008,10849.165
,2009,11123.602
,2010,11935.665
,2011,12551.736
,2012,13146.544
,2013,13766.221
,2014,14362.536
,2015,14972.31
,2016,15609.909
,2017,16329.778
,2018,17055.41
,2019,17702.646
,2020,17599.232
,2021,18577.42
TLS,2000,2314.81
TLS,2001,2649.0718
TLS,2002,2426.3586
TLS,2003,2329.6606
TLS,2004,2291.3389
TLS,2005,2303.0137
TLS,2006,2152.0806
TLS,2007,2315.2097
TLS,2008,2520.2937
TLS,2009,2717.4365
TLS,2010,2908.328
TLS,2011,3013.743
TLS,2012,3091.5583
TLS,2013,3121.958
TLS,2014,3197.5
TLS,2015,3228.675
TLS,2016,3286.7947
TLS,2017,3138.4387
TLS,2018,3070.8086
TLS,2019,3737.7964
TLS,2020,4856.518
TLS,2021,5032.41
ECU,1990,8120.001
ECU,1991,8281.087
ECU,1992,8279.568
ECU,1993,8277.154
ECU,1994,8466.249
ECU,1995,8496.696
ECU,1996,8487.086
ECU,1997,8697.354
ECU,1998,8825.487
ECU,1999,8263.377
ECU,2000,8211.711
ECU,2001,8395.833
ECU,2002,8589.284
ECU,2003,8670.211
ECU,2004,9220.325
ECU,2005,9542.225
ECU,2006,9792.422
ECU,2007,9836.419
ECU,2008,10284.954
ECU,2009,10170.651
ECU,2010,10355.822
ECU,2011,10988.722
ECU,2012,11424.152
ECU,2013,11806.924
ECU,2014,12073.811
ECU,2015,11908.216
ECU,2016,11587.825
ECU,2017,11679.431
ECU,2018,11608.419
ECU,2019,11390.217
ECU,2020,10356.975
ECU,2021,10668.758
EGY,1990,5971.7764
EGY,1991,5895.105
EGY,1992,6017.3013
EGY,1993,6051.3276
EGY,1994,6152.0776
EGY,1995,6298.124
EGY,1996,6471.302
EGY,1997,6681.1597
EGY,1998,6904.0034
EGY,1999,7168.821
EGY,2000,7469.1133
EGY,2001,7575.7627
EGY,2002,7596.3193
EGY,2003,7676.936
EGY,2004,7830.368
EGY,2005,8019.8726
EGY,2006,8403.554
EGY,2007,8825.251
EGY,2008,9273.412
EGY,2009,9518.779
EGY,2010,9807.836
EGY,2011,9762.974
EGY,2012,9757.137
EGY,2013,9742.144
EGY,2014,9793.955
EGY,2015,9999.19
EGY,2016,10218.394
EGY,2017,10435.917
EGY,2018,10783.762
EGY,2019,11180.697
EGY,2020,11380.847
EGY,2021,11566.05
SLV,1990,5191.9717
SLV,1991,5178.946
SLV,1992,5451.6313
SLV,1993,5688.1147
SLV,1994,5890.098
SLV,1995,6109.746
SLV,1996,6107.3213
SLV,1997,6249.916
SLV,1998,6369.409
SLV,1999,6464.5317
SLV,2000,6499.4507
SLV,2001,6524.1963
SLV,2002,6601.263
SLV,2003,6687.2734
SLV,2004,6736.9067
SLV,2005,6916.694
SLV,2006,7221.4995
SLV,2007,7343.9106
SLV,2008,7470.7515
SLV,2009,7287.176
SLV,2010,7412.978
SLV,2011,7665.948
SLV,2012,7851.7017
SLV,2013,7995.633
SLV,2014,8100.975
SLV,2015,8266.723
SLV,2016,8450.251
SLV,2017,8617.922
SLV,2018,8812.201
SLV,2019,9021.426
SLV,2020,8267.251
SLV,2021,9086.047
GNQ,1990,936.41974
GNQ,1991,893.09735
GNQ,1992,1159.7386
GNQ,1993,1240.9086
GNQ,1994,1394.7865
GNQ,1995,1578.0494
GNQ,1996,2530.1987
GNQ,1997,6084.623
GNQ,1998,7242.225
GNQ,1999,8749.426
GNQ,2000,9890.817
GNQ,2001,15389.156
GNQ,2002,17534.848
GNQ,2003,19081.926
GNQ,2004,25164.152
GNQ,2005,28075.178
GNQ,2006,28879.352
GNQ,2007,31770.016
GNQ,2008,35688.65
GNQ,2009,34479.895
GNQ,2010,29944.262
GNQ,2011,30502.6
GNQ,2012,31680.66
GNQ,2013,29143.021
GNQ,2014,28106.2
GNQ,2015,24563.5
GNQ,2016,21566.057
GNQ,2017,19617.844
GNQ,2018,17764.969
GNQ,2019,16240.37
GNQ,2020,15132.38
GNQ,2021,14637.008
EST,1995,12730.718
EST,1996,13558.568
EST,1997,15503.845
EST,1998,16332.82
EST,1999,16215.579
EST,2000,17765.207
EST,2001,18952.107
EST,2002,20364.008
EST,2003,22049.684
EST,2004,23691.152
EST,2005,26096.988
EST,2006,28814.92
EST,2007,31140.58
EST,2008,29621.764
EST,2009,25337.176
EST,2010,26015.746
EST,2011,27990.137
EST,2012,28997.322
EST,2013,29525.12
EST,2014,30494.096
EST,2015,31038.805
EST,2016,32008.934
EST,2017,33821.934
EST,2018,34979.867
EST,2019,36153.434
EST,2020,35883.266
EST,2021,38717.695
SWZ,1990,4909.266
SWZ,1991,4795.2285
SWZ,1992,4760.2476
SWZ,1993,4762.4976
SWZ,1994,4875.368
SWZ,1995,5111.515
SWZ,1996,5198.788
SWZ,1997,5267.327
SWZ,1998,5326.936
SWZ,1999,5412.978
SWZ,2000,5443.4395
SWZ,2001,5443.279
SWZ,2002,5630.804
SWZ,2003,5805.1616
SWZ,2004,5976.212
SWZ,2005,6298.5312
SWZ,2006,6639.7183
SWZ,2007,6894.0874
SWZ,2008,6913.3486
SWZ,2009,6989.378
SWZ,2010,7221.336
SWZ,2011,7347.2046
SWZ,2012,7701.394
SWZ,2013,7949.588
SWZ,2014,7969.2075
SWZ,2015,8088.7344
SWZ,2016,8113.2397
SWZ,2017,8213.921
SWZ,2018,8342.998
SWZ,2019,8501.267
SWZ,2020,8290.409
SWZ,2021,8856.829
ETH,1990,767.1704
ETH,1991,683.0347
ETH,1992,598.9227
ETH,1993,655.2132
ETH,1994,653.8867
ETH,1995,671.541
ETH,1996,731.18463
ETH,1997,730.875
ETH,1998,684.33264
ETH,1999,698.1934
ETH,2000,719.00446
ETH,2001,756.2726
ETH,2002,745.5378
ETH,2003,708.53265
ETH,2004,781.9135
ETH,2005,849.84766
ETH,2006,915.67346
ETH,2007,991.8834
ETH,2008,1068.1381
ETH,2009,1130.0319
ETH,2010,1236.4794
ETH,2011,1336.0669
ETH,2012,1411.136
ETH,2013,1518.1438
ETH,2014,1629.1891
ETH,2015,1750.6727
ETH,2016,1864.4877
ETH,2017,1987.9688
ETH,2018,2067.4565
ETH,2019,2181.659
ETH,2020,2253.2358
ETH,2021,2319.0684
,1990,23590.031
,1991,23305.041
,1992,22693.738
,1993,22225.354
,1994,22034.219
,1995,22346.795
,1996,22620.904
,1997,23222.389
,1998,23675.895
,1999,24313.525
,2000,25433.459
,2001,26011.145
,2002,26500.223
,2003,27078.195
,2004,28046.693
,2005,28859.213
,2006,30061.762
,2007,31242.982
,2008,31609.094
,2009,29994.229
,2010,30749.693
,2011,31542.049
,2012,31638.795
,2013,31842.643
,2014,32244.822
,2015,32662.637
,2016,33125.23
,2017,34019.434
,2018,34737.93
,2019,35329.156
,2020,33500.773
,2021,35471.203
,1990,28533.814
,1991,28836.713
,1992,29037.418
,1993,28796.928
,1994,29492.213
,1995,30259.36
,1996,30820.787
,1997,31564.078
,1998,32458.38
,1999,33330.004
,2000,34589.688
,2001,35326.16
,2002,35689.89
,2003,35951.438
,2004,36809.14
,2005,37442.07
,2006,38687.363
,2007,39843.12
,2008,40063.33
,2009,38259.41
,2010,38988.426
,2011,39790.727
,2012,39453.754
,2013,39316.88
,2014,39877.95
,2015,40741.656
,2016,41480.914
,2017,42658.08
,2018,43548.31
,2019,44363.457
,2020,41805.996
,2021,44138.035
FJI,1990,7889.8784
FJI,1991,7633.7935
FJI,1992,8078.5903
FJI,1993,8226.214
FJI,1994,8628.203
FJI,1995,8827.8
FJI,1996,9201.685
FJI,1997,8909.386
FJI,1998,8921.256
FJI,1999,9594.637
FJI,2000,9328.581
FJI,2001,9415.502
FJI,2002,9618.807
FJI,2003,9619.746
FJI,2004,10031.558
FJI,2005,10006.767
FJI,2006,10097.962
FJI,2007,9927.022
FJI,2008,9961.513
FJI,2009,9772.743
FJI,2010,10019.412
FJI,2011,10254.358
FJI,2012,10368.216
FJI,2013,10830.61
FJI,2014,11411.184
FJI,2015,11903.502
FJI,2016,12179.07
FJI,2017,12822.014
FJI,2018,13311.167
FJI,2019,13241.354
FJI,2020,10966.925
FJI,2021,10359.204
FIN,1990,32939.383
FIN,1991,30831.61
FIN,1992,29648.744
FIN,1993,29310.307
FIN,1994,30340.824
FIN,1995,31499.807
FIN,1996,32548.016
FIN,1997,34506.773
FIN,1998,36293.39
FIN,1999,37795.06
FIN,2000,39894.195
FIN,2001,40842.34
FIN,2002,41439.02
FIN,2003,42168.695
FIN,2004,43724.965
FIN,2005,44786.91
FIN,2006,46412.2
FIN,2007,48664.266
FIN,2008,48817.99
FIN,2009,44662.1
FIN,2010,45874.66
FIN,2011,46825.824
FIN,2012,45952.246
FIN,2013,45328.574
FIN,2014,44976.777
FIN,2015,45072.59
FIN,2016,46206.79
FIN,2017,47570.133
FIN,2018,48048.523
FIN,2019,48583.434
FIN,2020,47443.902
FIN,2021,48753.355
FRA,1990,33843.02
FRA,1991,33898.234
FRA,1992,34269.285
FRA,1993,33906.223
FRA,1994,34576.32
FRA,1995,35176.62
FRA,1996,35546.582
FRA,1997,36247.605
FRA,1998,37409.395
FRA,1999,38490.04
FRA,2000,39726.49
FRA,2001,40220.1
FRA,2002,40381.46
FRA,2003,40425.637
FRA,2004,41265.125
FRA,2005,41638.03
FRA,2006,42362.984
FRA,2007,43123.5
FRA,2008,42993.06
FRA,2009,41544.023
FRA,2010,42145.684
FRA,2011,42862.414
FRA,2012,42789.05
FRA,2013,42813.934
FRA,2014,43021.395
FRA,2015,43345.785
FRA,2016,43705.15
FRA,2017,44577.066
FRA,2018,45245.96
FRA,2019,45922.793
FRA,2020,42233.14
FRA,2021,44993.125
GAB,1990,17559.006
GAB,1991,18134.816
GAB,1992,17109.402
GAB,1993,17318.162
GAB,1994,17497.65
GAB,1995,17903.781
GAB,1996,18091.047
GAB,1997,18655.652
GAB,1998,18825.361
GAB,1999,16716.371
GAB,2000,15987.089
GAB,2001,15907.864
GAB,2002,15453.05
GAB,2003,15379.622
GAB,2004,15062.641
GAB,2005,15028.367
GAB,2006,14177.088
GAB,2007,14570.755
GAB,2008,13646.617
GAB,2009,13221.766
GAB,2010,13682.848
GAB,2011,14145.65
GAB,2012,14368
GAB,2013,14655.365
GAB,2014,14785.398
GAB,2015,14892.036
GAB,2016,14783.078
GAB,2017,14478.13
GAB,2018,14254.462
GAB,2019,14478.002
GAB,2020,13903.289
GAB,2021,13813.723
GMB,1990,2080.1582
GMB,1991,2059.832
GMB,1992,2047.0276
GMB,1993,2034.4016
GMB,1994,1974.0558
GMB,1995,1933.3098
GMB,1996,1919.2603
GMB,1997,1955.3173
GMB,1998,1965.2771
GMB,1999,2030.6965
GMB,2000,2081.2224
GMB,2001,2139.5566
GMB,2002,2011.854
GMB,2003,2089.621
GMB,2004,2173.1594
GMB,2005,2060.5227
GMB,2006,1988.097
GMB,2007,1986.396
GMB,2008,2046.1343
GMB,2009,2115.6147
GMB,2010,2172.1938
GMB,2011,1934.7279
GMB,2012,1974.0941
GMB,2013,1969.777
GMB,2014,1885.1421
GMB,2015,1905.823
GMB,2016,1889.1381
GMB,2017,1927.0399
GMB,2018,2012.5908
GMB,2019,2083.309
GMB,2020,2042.6202
GMB,2021,2076.5664
GEO,1990,11135.463
GEO,1991,8724.29
GEO,1992,4769.9966
GEO,1993,3346.568
GEO,1994,3045.0425
GEO,1995,3243.8462
GEO,1996,3740.4854
GEO,1997,4268.6953
GEO,1998,4511.489
GEO,1999,4737.4053
GEO,2000,4919.232
GEO,2001,5236.2227
GEO,2002,5572.622
GEO,2003,6230.822
GEO,2004,6632.8145
GEO,2005,7315.198
GEO,2006,8049.9062
GEO,2007,9109.897
GEO,2008,9358.614
GEO,2009,9097.421
GEO,2010,9736.732
GEO,2011,10541.472
GEO,2012,11295.754
GEO,2013,11740.089
GEO,2014,12254.6455
GEO,2015,12605.14
GEO,2016,12963.744
GEO,2017,13589.707
GEO,2018,14253.409
GEO,2019,14989.258
GEO,2020,13966.326
GEO,2021,15486.659
DEU,1990,36699.48
DEU,1991,38294.156
DEU,1992,38734.938
DEU,1993,38105.23
DEU,1994,38881.57
DEU,1995,39366.09
DEU,1996,39568.6
DEU,1997,40218.848
DEU,1998,41022.613
DEU,1999,41769.812
DEU,2000,42928.18
DEU,2001,43576.637
DEU,2002,43417.31
DEU,2003,43089.473
DEU,2004,43605.277
DEU,2005,43949.29
DEU,2006,45678.082
DEU,2007,47100.61
DEU,2008,47643.223
DEU,2009,45044.49
DEU,2010,46999.24
DEU,2011,49757.926
DEU,2012,49872.45
DEU,2013,49954.17
DEU,2014,50845.527
DEU,2015,51159.297
DEU,2016,51879.67
DEU,2017,53071.457
DEU,2018,53431.395
DEU,2019,53874.316
DEU,2020,51840.33
DEU,2021,53179.656
GHA,1990,2299.6387
GHA,1991,2360.5127
GHA,1992,2391.9868
GHA,1993,2447.4087
GHA,1994,2469.2417
GHA,1995,2512.1123
GHA,1996,2568.0703
GHA,1997,2613.7256
GHA,1998,2671.266
GHA,1999,2721.603
GHA,2000,2752.1648
GHA,2001,2787.1257
GHA,2002,2833.5884
GHA,2003,2901.108
GHA,2004,2982.8875
GHA,2005,3075.9626
GHA,2006,3187.5764
GHA,2007,3240.5925
GHA,2008,3447.2747
GHA,2009,3523.7893
GHA,2010,3709.3958
GHA,2011,4128.56
GHA,2012,4402.546
GHA,2013,4610.028
GHA,2014,4628.9014
GHA,2015,4616.6196
GHA,2016,4662.011
GHA,2017,4929.568
GHA,2018,5125.2495
GHA,2019,5345.9414
GHA,2020,5263.5264
GHA,2021,5435.238
GRC,1990,24262.842
GRC,1991,24716.518
GRC,1992,24700.13
GRC,1993,24162.371
GRC,1994,24522.525
GRC,1995,24920.729
GRC,1996,25521.28
GRC,1997,26534.494
GRC,1998,27415.625
GRC,1999,28149.844
GRC,2000,29133.84
GRC,2001,30180.227
GRC,2002,31249.396
GRC,2003,32981.35
GRC,2004,34564.91
GRC,2005,34670.184
GRC,2006,36520.047
GRC,2007,37619.66
GRC,2008,37394.17
GRC,2009,35691.945
GRC,2010,33693.21
GRC,2011,30318.404
GRC,2012,28322.572
GRC,2013,27810.912
GRC,2014,28129.96
GRC,2015,28260.387
GRC,2016,28239.92
GRC,2017,28604.861
GRC,2018,29141.174
GRC,2019,29721.586
GRC,2020,27103.541
GRC,2021,29548.04
GRD,1990,8571.903
GRD,1991,8628.73
GRD,1992,8446.737
GRD,1993,8189.4497
GRD,1994,8247.343
GRD,1995,8351.252
GRD,1996,8656.515
GRD,1997,9030.134
GRD,1998,10029.63
GRD,1999,10658.981
GRD,2000,11116.611
GRD,2001,10840.765
GRD,2002,11182.833
GRD,2003,12183.874
GRD,2004,12019.217
GRD,2005,13523.777
GRD,2006,12897.595
GRD,2007,13597.083
GRD,2008,13634.03
GRD,2009,12645.691
GRD,2010,12493.885
GRD,2011,12493.164
GRD,2012,12242.953
GRD,2013,12420.148
GRD,2014,13215.913
GRD,2015,13948.467
GRD,2016,14351.286
GRD,2017,14869.982
GRD,2018,15401.727
GRD,2019,15393.791
GRD,2020,13175.423
GRD,2021,13688.256
GTM,1990,5561.071
GTM,1991,5611.5425
GTM,1992,5730.646
GTM,1993,5805.7095
GTM,1994,5891.3276
GTM,1995,6033.0425
GTM,1996,6064.021
GTM,1997,6181.1724
GTM,1998,6338.338
GTM,1999,6428.048
GTM,2000,6499.8833
GTM,2001,6493.6064
GTM,2002,6589.7373
GTM,2003,6612.67
GTM,2004,6676.7046
GTM,2005,6753.6826
GTM,2006,6972.382
GTM,2007,7269.206
GTM,2008,7365.2803
GTM,2009,7262.5
GTM,2010,7335.989
GTM,2011,7503.675
GTM,2012,7590.7554
GTM,2013,7734.1177
GTM,2014,7939.3745
GTM,2015,8125.656
GTM,2016,8206.048
GTM,2017,8322.217
GTM,2018,8469.115
GTM,2019,8671.703
GTM,2020,8390.223
GTM,2021,8926.7
GIN,1990,1507.1985
GIN,1991,1485.4352
GIN,1992,1485.4214
GIN,1993,1512.9799
GIN,1994,1526.2556
GIN,1995,1552.4917
GIN,1996,1576.4238
GIN,1997,1624.3464
GIN,1998,1651.9987
GIN,1999,1676.7183
GIN,2000,1685.2764
GIN,2001,1724.4355
GIN,2002,1785.5734
GIN,2003,1767.791
GIN,2004,1771.0453
GIN,2005,1788.3896
GIN,2006,1772.715
GIN,2007,1850.6372
GIN,2008,1881.2698
GIN,2009,1815.3158
GIN,2010,1856.4902
GIN,2011,1912.8179
GIN,2012,1976.9581
GIN,2013,2005.382
GIN,2014,2028.5148
GIN,2015,2053.1116
GIN,2016,2217.1094
GIN,2017,2383.5789
GIN,2018,2471.719
GIN,2019,2545.1401
GIN,2020,2604.1172
GIN,2021,2640.3442
GNB,1990,1998.1732
GNB,1991,2057.1743
GNB,1992,2020.7418
GNB,1993,1997.0764
GNB,1994,1998.8365
