country,region,year,gini,region_un,region_un_sub,region_wb,eu,oecd,incomegroup,gdp,population
Finland,FIN,2020,35.95,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,47167,5540718
Finland,FIN,2020,32.11,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,47167,5540718
Finland,FIN,2020,31.37,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,47167,5540718
Finland,FIN,2020,32.03,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,47167,5540718
Finland,FIN,2020,40.13,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,47167,5540718
Finland,FIN,2020,27.74,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,47167,5540718
France,FRA,1956,48,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,12325,43808996
France,FRA,1962,52,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,15420,46907044
France,FRA,1962,49,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,15420,46907044
France,FRA,1962,52,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,15420,46907044
France,FRA,1962,50,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,15420,46907044
France,FRA,1965,47,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,17519,48746652
France,FRA,1970,37.23,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,21810,50763920
France,FRA,1970,34.11,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,21810,50763920
France,FRA,1970,34.01,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,21810,50763920
France,FRA,1970,39.28,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,21810,50763920
France,FRA,1970,44,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,21810,50763920
France,FRA,1970,39.8,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,21810,50763920
France,FRA,1970,34,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,21810,50763920
France,FRA,1970,41.4,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,21810,50763920
France,FRA,1975,36.03,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,24767,52688576
France,FRA,1975,32.63,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,24767,52688576
France,FRA,1975,32.38,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,24767,52688576
France,FRA,1975,37.5,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,24767,52688576
France,FRA,1975,43,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,24767,52688576
France,FRA,1975,38.4,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,24767,52688576
France,FRA,1975,32,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,24767,52688576
France,FRA,1975,34,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,24767,52688576
France,FRA,1978,35.17,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,27219,53423112
France,FRA,1979,34.14,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,27972,53637076
France,FRA,1979,30.53,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,27972,53637076
France,FRA,1979,30.19,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,27972,53637076
France,FRA,1979,34.91,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,27972,53637076
France,FRA,1979,36.4,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,27972,53637076
France,FRA,1979,30,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,27972,53637076
France,FRA,1979,40.3,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,27972,53637076
France,FRA,1984,33.62,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,29403,54965168
France,FRA,1984,30.33,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,29403,54965168
France,FRA,1984,30.16,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,29403,54965168
France,FRA,1984,35.13,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,29403,54965168
France,FRA,1984,36.86,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,29403,54965168
France,FRA,1984,37.2,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,29403,54965168
France,FRA,1984,37.6,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,29403,54965168
France,FRA,1984,29,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,29403,54965168
France,FRA,1984,29.5,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,29403,54965168
France,FRA,1984,47,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,29403,54965168
France,FRA,1989,32.17,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,33069,56404304
France,FRA,1990,32.27,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,33732,56666860
France,FRA,1990,28.87,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,33732,56666860
France,FRA,1990,28.93,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,33732,56666860
France,FRA,1990,33.85,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,33732,56666860
France,FRA,1990,28,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,33732,56666860
France,FRA,1994,32.33,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,34577,57587120
France,FRA,1995,29,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,35178,57801888
France,FRA,1995,36.99,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,35178,57801888
France,FRA,1995,34.24,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,35178,57801888
France,FRA,1995,33.61,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,35178,57801888
France,FRA,1995,36.3,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,35178,57801888
France,FRA,1995,35.7,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,35178,57801888
France,FRA,1995,32.96,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,35178,57801888
France,FRA,1995,32.33,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,35178,57801888
France,FRA,1995,35.44,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,35178,57801888
France,FRA,1996,32.14,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,35549,58012056
France,FRA,1996,28.73,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,35549,58012056
France,FRA,1996,28.54,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,35549,58012056
France,FRA,1996,33.32,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,35549,58012056
France,FRA,1996,35.07,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,35549,58012056
France,FRA,1996,32.27,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,35549,58012056
France,FRA,1996,32.16,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,35549,58012056
France,FRA,1996,36.84,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,35549,58012056
France,FRA,1996,29,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,35549,58012056
France,FRA,1996,31.51,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,35549,58012056
France,FRA,1996,28.79,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,35549,58012056
France,FRA,1996,28.11,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,35549,58012056
France,FRA,1996,31.19,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,35549,58012056
France,FRA,1996,29.79,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,35549,58012056
France,FRA,1996,27.1,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,35549,58012056
France,FRA,1996,26.42,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,35549,58012056
France,FRA,1996,29.95,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,35549,58012056
France,FRA,1996,27.7,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,35549,58012056
France,FRA,1996,47.3,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,35549,58012056
France,FRA,1997,32,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,36251,58220656
France,FRA,1997,28.7,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,36251,58220656
France,FRA,1997,28.54,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,36251,58220656
France,FRA,1997,33.42,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,36251,58220656
France,FRA,1997,35.15,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,36251,58220656
France,FRA,1997,32.44,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,36251,58220656
France,FRA,1997,32.35,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,36251,58220656
France,FRA,1997,37.07,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,36251,58220656
France,FRA,1997,29,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,36251,58220656
France,FRA,1997,30.92,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,36251,58220656
France,FRA,1997,28.28,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,36251,58220656
France,FRA,1997,27.73,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,36251,58220656
France,FRA,1997,30.81,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,36251,58220656
France,FRA,1997,29.11,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,36251,58220656
France,FRA,1997,26.5,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,36251,58220656
France,FRA,1997,25.98,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,36251,58220656
France,FRA,1997,29.52,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,36251,58220656
France,FRA,1997,27.8,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,36251,58220656
France,FRA,1997,27,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,36251,58220656
France,FRA,1998,31.73,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,37413,58444248
France,FRA,1998,28.4,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,37413,58444248
France,FRA,1998,28.24,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,37413,58444248
France,FRA,1998,33.34,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,37413,58444248
France,FRA,1998,35.13,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,37413,58444248
France,FRA,1998,32.4,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,37413,58444248
France,FRA,1998,32.3,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,37413,58444248
France,FRA,1998,37.09,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,37413,58444248
France,FRA,1998,28,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,37413,58444248
France,FRA,1998,31.21,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,37413,58444248
France,FRA,1998,28.66,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,37413,58444248
France,FRA,1998,28.06,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,37413,58444248
France,FRA,1998,31.1,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,37413,58444248
France,FRA,1998,29.45,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,37413,58444248
France,FRA,1998,26.94,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,37413,58444248
France,FRA,1998,26.37,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,37413,58444248
France,FRA,1998,29.84,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,37413,58444248
France,FRA,1998,27.6,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,37413,58444248
France,FRA,1999,32.58,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,38495,58704384
France,FRA,1999,29.21,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,38495,58704384
France,FRA,1999,29.1,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,38495,58704384
France,FRA,1999,34.14,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,38495,58704384
France,FRA,1999,36.01,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,38495,58704384
France,FRA,1999,33.25,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,38495,58704384
France,FRA,1999,33.19,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,38495,58704384
France,FRA,1999,37.93,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,38495,58704384
France,FRA,1999,29,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,38495,58704384
France,FRA,1999,30.29,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,38495,58704384
France,FRA,1999,27.66,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,38495,58704384
France,FRA,1999,27.23,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,38495,58704384
France,FRA,1999,30.12,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,38495,58704384
France,FRA,1999,28.63,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,38495,58704384
France,FRA,1999,26.06,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,38495,58704384
France,FRA,1999,25.66,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,38495,58704384
France,FRA,1999,28.98,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,38495,58704384
France,FRA,1999,28.4,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,38495,58704384
France,FRA,1999,27,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,38495,58704384
France,FRA,2000,32.64,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,39732,59015092
France,FRA,2000,29.42,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,39732,59015092
France,FRA,2000,29.41,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,39732,59015092
France,FRA,2000,34.48,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,39732,59015092
France,FRA,2000,36.04,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,39732,59015092
France,FRA,2000,33.43,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,39732,59015092
France,FRA,2000,33.48,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,39732,59015092
France,FRA,2000,38.25,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,39732,59015092
France,FRA,2000,28,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,39732,59015092
France,FRA,2000,31.87,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,39732,59015092
France,FRA,2000,29.35,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,39732,59015092
France,FRA,2000,28.94,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,39732,59015092
France,FRA,2000,31.75,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,39732,59015092
France,FRA,2000,30.36,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,39732,59015092
France,FRA,2000,27.93,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,39732,59015092
France,FRA,2000,27.56,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,39732,59015092
France,FRA,2000,30.75,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,39732,59015092
France,FRA,2000,28.7,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,39732,59015092
France,FRA,2000,49,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,39732,59015092
France,FRA,2000,31.09,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,39732,59015092
France,FRA,2001,32.61,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,40227,59384124
France,FRA,2001,29.33,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,40227,59384124
France,FRA,2001,29.31,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,40227,59384124
France,FRA,2001,34.3,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,40227,59384124
France,FRA,2001,35.87,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,40227,59384124
France,FRA,2001,33.19,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,40227,59384124
France,FRA,2001,33.23,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,40227,59384124
France,FRA,2001,37.96,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,40227,59384124
France,FRA,2001,27,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,40227,59384124
France,FRA,2001,30.33,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,40227,59384124
France,FRA,2001,27.85,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,40227,59384124
France,FRA,2001,27.87,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,40227,59384124
France,FRA,2001,30.71,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,40227,59384124
France,FRA,2001,28.66,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,40227,59384124
France,FRA,2001,26.24,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,40227,59384124
France,FRA,2001,26.28,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,40227,59384124
France,FRA,2001,29.48,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,40227,59384124
France,FRA,2001,28.7,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,40227,59384124
France,FRA,2002,31.86,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,40389,59803432
France,FRA,2002,28.76,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,40389,59803432
France,FRA,2002,28.95,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,40389,59803432
France,FRA,2002,34.26,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,40389,59803432
France,FRA,2002,35.03,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,40389,59803432
France,FRA,2002,32.5,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,40389,59803432
France,FRA,2002,32.72,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,40389,59803432
France,FRA,2002,37.75,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,40389,59803432
France,FRA,2002,27,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,40389,59803432
France,FRA,2002,29.16,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,40389,59803432
France,FRA,2002,26.68,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,40389,59803432
France,FRA,2002,26.58,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,40389,59803432
France,FRA,2002,29.78,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,40389,59803432
France,FRA,2002,27.53,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,40389,59803432
France,FRA,2002,25.15,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,40389,59803432
France,FRA,2002,25.08,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,40389,59803432
France,FRA,2002,28.64,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,40389,59803432
France,FRA,2002,28.4,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,40389,59803432
France,FRA,2003,31.78,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,40433,60251588
France,FRA,2003,28.68,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,40433,60251588
France,FRA,2003,28.84,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,40433,60251588
France,FRA,2003,34.32,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,40433,60251588
France,FRA,2003,34.9,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,40433,60251588
France,FRA,2003,32.37,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,40433,60251588
France,FRA,2003,32.58,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,40433,60251588
France,FRA,2003,37.79,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,40433,60251588
France,FRA,2003,27,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,40433,60251588
France,FRA,2003,28.2,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,40433,60251588
France,FRA,2004,31.8,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,41273,60697976
France,FRA,2004,28.74,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,41273,60697976
France,FRA,2004,28.93,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,41273,60697976
France,FRA,2004,34.58,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,41273,60697976
France,FRA,2004,34.97,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,41273,60697976
France,FRA,2004,32.49,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,41273,60697976
France,FRA,2004,32.69,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,41273,60697976
France,FRA,2004,38.09,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,41273,60697976
France,FRA,2004,28.2,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,41273,60697976
France,FRA,2004,31.47,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,41273,60697976
France,FRA,2004,28.2,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,41273,60697976
France,FRA,2004,28.31,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,41273,60697976
France,FRA,2004,34.09,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,41273,60697976
France,FRA,2004,28.3,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,41273,60697976
France,FRA,2004,31.41,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,41273,60697976
France,FRA,2005,32.47,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,41644,61120128
France,FRA,2005,29.34,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,41644,61120128
France,FRA,2005,29.54,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,41644,61120128
France,FRA,2005,35.05,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,41644,61120128
France,FRA,2005,35.49,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,41644,61120128
France,FRA,2005,32.99,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,41644,61120128
France,FRA,2005,33.22,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,41644,61120128
France,FRA,2005,38.56,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,41644,61120128
France,FRA,2005,27.7,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,41644,61120128
France,FRA,2005,30.68,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,41644,61120128
France,FRA,2005,27.68,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,41644,61120128
France,FRA,2005,27.92,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,41644,61120128
France,FRA,2005,33.53,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,41644,61120128
France,FRA,2005,28.8,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,41644,61120128
France,FRA,2005,48.5,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,41644,61120128
France,FRA,2005,30.65,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,41644,61120128
France,FRA,2006,32.91,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,42368,61508924
France,FRA,2006,29.8,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,42368,61508924
France,FRA,2006,29.96,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,42368,61508924
France,FRA,2006,35.46,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,42368,61508924
France,FRA,2006,35.75,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,42368,61508924
France,FRA,2006,33.22,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,42368,61508924
France,FRA,2006,33.42,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,42368,61508924
France,FRA,2006,38.79,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,42368,61508924
France,FRA,2006,27.3,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,42368,61508924
France,FRA,2006,29.9,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,42368,61508924
France,FRA,2006,27.25,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,42368,61508924
France,FRA,2006,27.47,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,42368,61508924
France,FRA,2006,33.23,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,42368,61508924
France,FRA,2006,29.3,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,42368,61508924
France,FRA,2006,29.83,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,42368,61508924
France,FRA,2007,32.8,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,43127,61869232
France,FRA,2007,29.69,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,43127,61869232
France,FRA,2007,29.88,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,43127,61869232
France,FRA,2007,35.46,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,43127,61869232
France,FRA,2007,35.64,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,43127,61869232
France,FRA,2007,33.11,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,43127,61869232
France,FRA,2007,33.34,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,43127,61869232
France,FRA,2007,38.78,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,43127,61869232
France,FRA,2007,26.6,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,43127,61869232
France,FRA,2007,29.83,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,43127,61869232
France,FRA,2007,26.56,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,43127,61869232
France,FRA,2007,26.72,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,43127,61869232
France,FRA,2007,32.54,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,43127,61869232
France,FRA,2007,32.37,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,43127,61869232
France,FRA,2007,29.57,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,43127,61869232
France,FRA,2007,29.71,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,43127,61869232
France,FRA,2007,35.33,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,43127,61869232
France,FRA,2007,29.2,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,43127,61869232
France,FRA,2007,29.69,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,43127,61869232
France,FRA,2008,32.57,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,42996,62209208
France,FRA,2008,29.66,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,42996,62209208
France,FRA,2008,29.97,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,42996,62209208
France,FRA,2008,35.68,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,42996,62209208
France,FRA,2008,35.38,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,42996,62209208
France,FRA,2008,33.03,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,42996,62209208
France,FRA,2008,33.37,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,42996,62209208
France,FRA,2008,38.87,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,42996,62209208
France,FRA,2008,29.8,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,42996,62209208
France,FRA,2008,32.45,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,42996,62209208
France,FRA,2008,29.57,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,42996,62209208
